word,part_of_speech,meaning,example
nội dung,danh từ,"mặt bên trong của sự vật, cái được hình thức chứa đựng hoặc biểu hiện: nội dung tác phẩm * có sự hài hoà giữa nội dung và hình thức",nội dung tác phẩm * có sự hài hoà giữa nội dung và hình thức
nội địa,danh từ,phần đất trong lục địa ở xa biển: tiến sâu vào nội địa,tiến sâu vào nội địa
nội đồng,danh từ,khu vực bên trong cánh đồng: hệ thống kênh mương nội đồng,hệ thống kênh mương nội đồng
nội gián,danh từ,"người ở trong một tổ chức làm gián điệp cho đối phương, hoặc kẻ địch được cài vào trong nội bộ để hoạt động phá hoại: trong tổ chức có nội gián * cài người làm nội gián",trong tổ chức có nội gián * cài người làm nội gián
nội hạt,danh từ,khu vực bên trong một tỉnh hoặc một nước: mạng viễn thông nội hạt * cước cuộc gọi nội hạt * di dân nội hạt,mạng viễn thông nội hạt * cước cuộc gọi nội hạt * di dân nội hạt
nội hàm,danh từ,tập hợp tất cả các thuộc tính chung của các đối tượng được phản ánh trong một khái niệm; phân biệt với ngoại diện: nội hàm khái niệm,nội hàm khái niệm
nội khoá,danh từ,môn học hoặc hoạt động giáo dục trong chương trình chính thức; phân biệt với ngoại khoá: giờ nội khoá,giờ nội khoá
nỗi lòng,danh từ,"tâm tư, tình cảm sâu kín trong lòng: bày tỏ nỗi lòng * ""Sinh thì gan héo, ruột đầy, Nỗi lòng, càng nghĩ càng cay đắng lòng."" (TKiều)","bày tỏ nỗi lòng * ""Sinh thì gan héo, ruột đầy, Nỗi lòng, càng nghĩ càng cay đắng lòng."" (TKiều)"
nội nhật,danh từ,(khẩu ngữ) nội trong thời gian một ngày: nội nhật hôm nay phải xong việc,nội nhật hôm nay phải xong việc
nỗi niềm,danh từ,"tâm tư tình cảm riêng: bày tỏ nỗi niềm riêng * ""Chung quanh lặng ngắt như tờ, Nỗi niềm tâm sự bây giờ hỏi ai?"" (TKiều)","bày tỏ nỗi niềm riêng * ""Chung quanh lặng ngắt như tờ, Nỗi niềm tâm sự bây giờ hỏi ai?"" (TKiều)"
nội lực,danh từ,lực sinh ra trong nội bộ đối tượng được xét; phân biệt với ngoại lực: phát huy nội lực * một con người có nội lực phi thường,phát huy nội lực * một con người có nội lực phi thường
nồi niêu,danh từ,"nồi dùng để nấu ăn (nói khái quát): nồi niêu, bát đũa vứt bừa trong bếp","nồi niêu, bát đũa vứt bừa trong bếp"
nội san,danh từ,tập san chỉ để lưu hành trong nội bộ: tờ nội san kinh tế,tờ nội san kinh tế
nội quy,danh từ,"những điều quy định để bảo đảm trật tự và kỉ luật trong một tập thể, một cơ quan (nói tổng quát): chấp hành nội quy của nhà trường * vi phạm nội quy",chấp hành nội quy của nhà trường * vi phạm nội quy
nội qui,danh từ,"những điều quy định để bảo đảm trật tự và kỉ luật trong một tập thể, một cơ quan (nói tổng quát): chấp hành nội quy của nhà trường * vi phạm nội quy",chấp hành nội quy của nhà trường * vi phạm nội quy
nội soi,danh từ,"phương pháp đưa một ống nhỏ vào bên trong cơ thể, qua đó có thể quan sát hay chụp ảnh cơ quan bệnh lí bằng một máy ảnh đặt ở đầu ống phía ngoài, cũng có thể cắt một mảnh nhỏ để chẩn đoán tế bào hay thực hiện phẫu thuật qua ống này: mổ nội soi * chẩn đoán bằng phương pháp nội soi",mổ nội soi * chẩn đoán bằng phương pháp nội soi
nội tâm,danh từ,"tâm tư, tình cảm riêng của mỗi người (nói tổng quát): nội tâm của nhân vật * vẻ đẹp nội tâm",nội tâm của nhân vật * vẻ đẹp nội tâm
nội thành,danh từ,khu vực bên trong thành phố; phân biệt với ngoại thành: các quận nội thành * sống trong nội thành,các quận nội thành * sống trong nội thành
nội thất,danh từ,"đồ đạc, các loại tiện nghi và cách bài trí, làm thành phía bên trong của một ngôi nhà (nói tổng quát); phân biệt với ngoại thất: mua sắm nội thất * trang trí nội thất",mua sắm nội thất * trang trí nội thất
nội tạng,danh từ,"(hiếm) các cơ quan nằm bên trong cơ thể như tim, phổi, gan, thận, v.v.: tổn thương nội tạng",tổn thương nội tạng
nội thị,danh từ,khu vực bên trong thị xã; phân biệt với ngoại thị: giao thông nội thị,giao thông nội thị
nội thị,danh từ,(cũ) hoạn quan hầu trong cung vua: quan nội thị,quan nội thị
nội tiết,danh từ,(khẩu ngữ) nội tiết tố (nói tắt): rối loạn nội tiết,rối loạn nội tiết
nội tỉnh,danh từ,khu vực bên trong tỉnh; phân biệt với ngoại tỉnh: bến xe nội tỉnh * cước điện thoại nội tỉnh,bến xe nội tỉnh * cước điện thoại nội tỉnh
nội tình,danh từ,"tình hình, tình trạng bên trong (của một nước, một tổ chức, v.v.): nội tình sự việc",nội tình sự việc
nội tộc,danh từ,họ nội; phân biệt với ngoại tộc: họ hàng nội tộc * bà con nội tộc,họ hàng nội tộc * bà con nội tộc
nội ứng,danh từ,người từ trong hàng ngũ đối phương hoạt động phối hợp với lực lượng bên ngoài để đánh phá: cơ sở nội ứng * làm nội ứng,cơ sở nội ứng * làm nội ứng
nội tướng,danh từ,"(cũ, hoặc kng) người vợ (hàm ý là người nắm quyền quản lí trong gia đình): bà nội tướng",bà nội tướng
nội xâm,danh từ,"lực lượng phản động, tiêu cực trong nước đang phá hoại, làm suy yếu đất nước, được coi là nguy hiểm như một thứ giặc: nạn nội xâm * ngăn ngừa hoạ nội xâm",nạn nội xâm * ngăn ngừa hoạ nội xâm
nông gia,danh từ,"(cũ) nhà nông: ""Cấy cày vốn nghiệp nông gia, Ta đây trâu đấy, ai mà quản công!"" (ca dao)","""Cấy cày vốn nghiệp nông gia, Ta đây trâu đấy, ai mà quản công!"" (ca dao)"
nông dược,danh từ,"thuốc dùng trong sản xuất nông nghiệp, như thuốc trừ sâu, thuốc diệt cỏ, v.v.: cửa hàng nông dược * sản xuất thuốc nông dược",cửa hàng nông dược * sản xuất thuốc nông dược
nông dân,danh từ,người lao động sản xuất nông nghiệp: bà con nông dân * cuộc nổi dậy của nông dân,bà con nông dân * cuộc nổi dậy của nông dân
nông hội,danh từ,(cũ) tổ chức quần chúng của nông dân: uỷ viên nông hội,uỷ viên nông hội
nông lâm,danh từ,nông nghiệp và lâm nghiệp (nói gộp): sở nông lâm * đại học nông lâm,sở nông lâm * đại học nông lâm
nông ngư,danh từ,nông nghiệp và ngư nghiệp (nói gộp): sản xuất theo mô hình nông ngư kết hợp,sản xuất theo mô hình nông ngư kết hợp
nông phu,danh từ,(cũ) người đàn ông làm ruộng; cũng dùng để chỉ người nông dân nói chung: đám nông phu * người nông phu,đám nông phu * người nông phu
nông nỗi,danh từ,"tình cảnh, sự thể không được như ý muốn: ai biết cơ sự lại ra nông nỗi này!",ai biết cơ sự lại ra nông nỗi này!
nông phẩm,danh từ,"sản phẩm nông nghiệp, như gạo, thịt, trứng, rau, hoa quả, v.v. (nói khái quát): thu mua nông sản * nhà máy chế biến nông sản",thu mua nông sản * nhà máy chế biến nông sản
nông tang,danh từ,"(cũ) nghề làm ruộng và nghề trồng dâu nuôi tằm: ""Chư quân đâu đấy đều nghe, Muôn dân vạn họ theo nghề nông tang."" (TS)","""Chư quân đâu đấy đều nghe, Muôn dân vạn họ theo nghề nông tang."" (TS)"
nông sản,danh từ,"sản phẩm nông nghiệp, như gạo, thịt, trứng, rau, hoa quả, v.v. (nói khái quát): thu mua nông sản * nhà máy chế biến nông sản",thu mua nông sản * nhà máy chế biến nông sản
nông thôn,danh từ,khu vực dân cư tập trung chủ yếu làm nghề nông; phân biệt với thành thị: sống ở nông thôn * người nông thôn * từ nông thôn ra thành thị,sống ở nông thôn * người nông thôn * từ nông thôn ra thành thị
nông trại,danh từ,trại sản xuất nông nghiệp: nông trại nuôi bò,nông trại nuôi bò
nơi nơi,danh từ,khắp mọi nơi (nói khái quát): nơi nơi đều nhất tề nổi dậy,nơi nơi đều nhất tề nổi dậy
núi lửa,danh từ,"núi hình chóp nón, có miệng ở đỉnh phun ra những chất nóng chảy từ lòng đất sâu (gọi là nham thạch) một cách thường xuyên hoặc theo từng thời kì: núi lửa đang hoạt động",núi lửa đang hoạt động
núi non,danh từ,núi (nói khái quát): núi non hùng vĩ * núi non hiểm trở,núi non hùng vĩ * núi non hiểm trở
núi rừng,danh từ,núi và rừng (nói khái quát): cảnh núi rừng * sống giữa núi rừng * núi rừng Tây Bắc,cảnh núi rừng * sống giữa núi rừng * núi rừng Tây Bắc
nửa buổi,danh từ,"khoảng thời gian vào giữa buổi sáng, khoảng từ 9 đến 10 giờ, hoặc vào giữa buổi chiều, khoảng từ 3 đến 4 giờ: ngủ đến nửa buổi mới đi làm * từ đây đến đó mất non nửa buổi",ngủ đến nửa buổi mới đi làm * từ đây đến đó mất non nửa buổi
nửa đêm,danh từ,khoảng thời gian vào giữa đêm: đi đến nửa đêm mới về,đi đến nửa đêm mới về
nửa chừng,danh từ,"khoảng giữa chừng, chưa xong, chưa trọn vẹn: làm nửa chừng rồi bỏ * ""Thà rằng chẳng biết cho đừng, Biết ra dan díu nửa chừng lại thôi."" (ca dao)","làm nửa chừng rồi bỏ * ""Thà rằng chẳng biết cho đừng, Biết ra dan díu nửa chừng lại thôi."" (ca dao)"
nửa đời,danh từ,"khoảng thời gian coi như đã sống được một nửa cuộc đời con người, ở độ khoảng từ ba đến bốn mươi tuổi: ""Nàng rằng: Chút phận hoa rơi, Nửa đời nếm trải mọi mùi đắng cay."" (TKiều)","""Nàng rằng: Chút phận hoa rơi, Nửa đời nếm trải mọi mùi đắng cay."" (TKiều)"
nước bọt,danh từ,"dịch do tuyến ở miệng tiết ra, có tác dụng chính là tẩm ướt thức ăn cho dễ nuốt: thèm nuốt nước bọt * nhổ một bãi nước bọt",thèm nuốt nước bọt * nhổ một bãi nước bọt
nước chạt,danh từ,"nước biển lọc qua cát, phơi để lấy muối theo lối sản xuất muối thủ công: phơi chạt",phơi chạt
nước chạt,danh từ,khoảng đất đắp để chứa và phơi nước chạt: đắp lại bờ chạt,đắp lại bờ chạt
nước chấm,danh từ,"dung dịch mặn, chế biến bằng cách hoà các nguyên liệu có nhiều chất đạm, có thêm gia vị, dùng để chấm thức ăn: pha nước chấm",pha nước chấm
nước cốt,danh từ,"phần nước đậm đặc, tinh tuý nhất do vắt, ép hoặc ngâm, nấu lần đầu mà có: nước cốt dừa * nước cốt chanh",nước cốt dừa * nước cốt chanh
nước chín,danh từ,như nước lọc (ng2): uống nước chín,uống nước chín
nước dùng,danh từ,"nước nấu từ thịt, xương, tôm để chan vào các món ăn như phở, bún, v.v.: nồi nước dùng * phở chan nước dùng",nồi nước dùng * phở chan nước dùng
nước độc,danh từ,"chỉ khí hậu, môi trường xấu, dễ sinh ốm đau: vùng ma thiêng nước độc",vùng ma thiêng nước độc
nước dãi,danh từ,nước bọt chảy ra ngoài mép: thèm nhỏ nước dãi,thèm nhỏ nước dãi
nước đại,danh từ,"bước chạy nhanh, phi nhanh của ngựa; phân biệt với nước kiệu: ngựa phi nước đại * phóng nước đại",ngựa phi nước đại * phóng nước đại
nước hàng,danh từ,"đường được đun cháy rồi cho thêm một ít nước vào, có màu nâu sẫm, dùng để cho vào đồ kho nấu cho thơm và có màu: thắng nước hàng",thắng nước hàng
nước gạo,danh từ,"nước vo gạo, màu trắng đục, thường được chứa cùng với cơm thừa, canh cặn, v.v., dùng để nuôi lợn: đi xin nước gạo * thùng nước gạo",đi xin nước gạo * thùng nước gạo
nước hoa,danh từ,"nước thơm chế từ tinh dầu của hoa hay bằng chất hoá học, dùng để bôi, xức cho thơm: xức nước hoa * mùi nước hoa sực nức",xức nước hoa * mùi nước hoa sực nức
nước lạnh,danh từ,(phương ngữ) nước lã: đau bụng vì uống nước lạnh,đau bụng vì uống nước lạnh
nước lọc,danh từ,nước lã đã qua khâu lắng lọc và khử trùng để dùng trong sinh hoạt: nấu ăn bằng nước lọc * bể nước lọc,nấu ăn bằng nước lọc * bể nước lọc
nước lọc,danh từ,"nước đã được đun sôi, thường để nguội, dùng để uống: uống một cốc nước lọc",uống một cốc nước lọc
nước lèo,danh từ,(phương ngữ) nước dùng: nồi nước lèo,nồi nước lèo
nước mặn,danh từ,"nước biển, có vị mặn tự nhiên vì chứa nhiều muối; phân biệt với nước ngọt, nước lợ: cá nước mặn * cánh đồng bị nước mặn xâm nhập",cá nước mặn * cánh đồng bị nước mặn xâm nhập
